name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
土屋 千明,4225,1 コース,528,197,183,0,0,0,13,1
土屋 千明,4225,2 コース,533,111,0,62,36,0,12,1
土屋 千明,4225,3 コース,544,111,0,15,54,24,16,2
土屋 千明,4225,4 コース,529,74,0,13,36,18,5,2
土屋 千明,4225,5 コース,612,25,0,1,10,12,2,0
土屋 千明,4225,6 コース,704,23,0,5,3,10,3,2
