name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
吉田 杏美,5072,女子戦,323,2,2.22,0.6,3.1,9.2,0.21,4.1
吉田 杏美,5072,混合戦,144,1,1.66,0.6,2.0,5.5,0.21,4.3
