name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
赤坂 等,3496,1 コース,472,107,22.6,47.0,61.4,0.19,3.0
赤坂 等,3496,2 コース,491,63,12.8,31.3,47.0,0.2,3.5
赤坂 等,3496,3 コース,478,58,12.1,30.3,47.0,0.19,3.0
赤坂 等,3496,4 コース,586,82,13.9,29.0,50.1,0.19,3.1
赤坂 等,3496,5 コース,806,61,7.5,25.0,41.3,0.2,3.2
赤坂 等,3496,6 コース,829,51,6.1,17.6,34.0,0.21,3.4
