name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
高橋 正男,4133,1 コース,897,493,458,0,0,0,34,1
高橋 正男,4133,2 コース,787,159,0,97,39,0,22,1
高橋 正男,4133,3 コース,840,171,0,22,55,61,32,1
高橋 正男,4133,4 コース,906,161,0,43,56,43,17,2
高橋 正男,4133,5 コース,969,109,0,19,18,60,10,2
高橋 正男,4133,6 コース,984,41,0,11,5,16,8,1
