name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
富永 茂,3491,1 号艇,814,192,23.5,41.7,58.3,0,0
富永 茂,3491,2 号艇,955,110,11.5,28.8,44.7,0,0
富永 茂,3491,3 号艇,952,74,7.7,22.4,39.6,1,0
富永 茂,3491,4 号艇,888,61,6.8,18.1,33.7,1,1
富永 茂,3491,5 号艇,879,30,3.4,11.0,25.8,0,0
富永 茂,3491,6 号艇,850,33,3.8,10.7,25.5,0,0
