name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
若狭 奈美子,4373,女子戦,2083,283,5.35,13.5,32.3,54.7,0.19,3.4
若狭 奈美子,4373,混合戦,1009,77,4.15,7.6,21.1,37.2,0.2,3.7
