name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
平山 智加,4387,女子戦,2321,811,7.27,34.9,57.4,75.8,0.17,3.1
平山 智加,4387,混合戦,1651,311,5.99,18.8,35.3,52.6,0.16,3.4
