name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
北川 敏弘,3211,1 コース,1053,355,33.7,58.4,76.4,0.18,3.1
北川 敏弘,3211,2 コース,1210,202,16.6,42.7,61.9,0.18,3.1
北川 敏弘,3211,3 コース,1188,170,14.3,36.9,57.6,0.18,3.1
北川 敏弘,3211,4 コース,1169,161,13.7,32.0,54.6,0.18,3.1
北川 敏弘,3211,5 コース,1019,49,4.8,21.1,41.4,0.18,3.2
北川 敏弘,3211,6 コース,658,24,3.6,13.3,29.6,0.18,3.5
