name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
永瀬 三男,2517,1 コース,382,80,20.9,38.4,52.6,0.2,2.9
永瀬 三男,2517,2 コース,452,43,9.5,21.6,41.1,0.2,3.1
永瀬 三男,2517,3 コース,344,34,9.8,21.2,36.6,0.23,3.3
永瀬 三男,2517,4 コース,258,15,5.8,17.8,31.0,0.23,3.6
永瀬 三男,2517,5 コース,286,6,2.1,10.8,26.5,0.23,3.5
永瀬 三男,2517,6 コース,264,6,2.2,7.5,17.8,0.21,3.5
