name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
小菅 文隆,3335,1 コース,800,267,33.3,57.5,71.3,0.2,3.4
小菅 文隆,3335,2 コース,1206,200,16.5,39.6,55.6,0.2,3.7
小菅 文隆,3335,3 コース,1152,165,14.3,31.7,48.6,0.18,3.3
小菅 文隆,3335,4 コース,826,84,10.1,27.3,45.5,0.2,3.7
小菅 文隆,3335,5 コース,434,36,8.2,19.3,35.4,0.21,4.1
小菅 文隆,3335,6 コース,334,8,2.4,7.4,18.5,0.27,5.3
