name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
井口 真弓,4178,女子戦,721,87,4.42,12.0,24.5,38.2,0.2,3.4
井口 真弓,4178,混合戦,225,14,3.45,6.2,14.2,28.8,0.21,3.7
