name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
古賀 武日児,2021,1 コース,535,126,116,0,0,0,10,0
古賀 武日児,2021,2 コース,426,70,0,29,30,0,8,3
古賀 武日児,2021,3 コース,391,76,0,14,46,5,10,1
古賀 武日児,2021,4 コース,201,31,0,4,18,4,5,0
古賀 武日児,2021,5 コース,85,5,0,1,3,1,0,0
古賀 武日児,2021,6 コース,23,0,0,0,0,0,0,0
