name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
永瀬 三男,2517,1 号艇,360,299,44,9,5,2,1,0
永瀬 三男,2517,2 号艇,344,43,229,40,15,10,7,0
永瀬 三男,2517,3 号艇,314,14,80,163,29,18,10,0
永瀬 三男,2517,4 号艇,320,13,42,70,123,48,24,0
永瀬 三男,2517,5 号艇,316,3,34,38,56,130,55,0
永瀬 三男,2517,6 号艇,332,10,23,24,30,78,167,0
