name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
田代 真吾,2848,桐生,8,56,5,3.86,8.9,21.4,35.7,0,0,0.27
田代 真吾,2848,戸田,6,50,8,4.96,16.0,28.0,48.0,0,0,0.2
田代 真吾,2848,江戸川,5,39,7,5.1,17.9,41.0,46.1,0,0,0.24
田代 真吾,2848,平和島,5,38,5,4.63,13.1,28.9,42.1,1,0,0.27
田代 真吾,2848,多摩川,6,50,4,3.86,8.0,24.0,34.0,0,0,0.21
田代 真吾,2848,浜名湖,6,51,8,4.71,15.6,27.4,37.2,1,0,0.24
田代 真吾,2848,蒲郡,7,58,3,3.71,5.1,18.9,31.0,0,0,0.26
田代 真吾,2848,常滑,4,30,2,4.6,6.6,23.3,46.6,0,0,0.24
田代 真吾,2848,津,6,48,4,4.42,8.3,27.0,33.3,0,0,0.25
田代 真吾,2848,三国,8,56,3,4.07,5.3,19.6,39.2,0,0,0.25
田代 真吾,2848,びわこ,3,23,3,4.65,13.0,30.4,47.8,0,0,0.21
田代 真吾,2848,住之江,6,49,6,4.22,12.2,20.4,40.8,0,0,0.19
田代 真吾,2848,尼崎,12,94,13,4.32,13.8,21.2,40.4,0,0,0.2
田代 真吾,2848,鳴門,9,65,6,4.26,9.2,26.1,36.9,0,0,0.24
田代 真吾,2848,丸亀,11,92,15,4.84,16.3,30.4,45.6,0,0,0.24
田代 真吾,2848,児島,6,52,11,4.92,21.1,26.9,44.2,1,0,0.26
田代 真吾,2848,宮島,8,73,7,4.11,9.5,21.9,34.2,0,0,0.22
田代 真吾,2848,徳山,5,49,10,5.33,20.4,40.8,46.9,0,0,0.18
田代 真吾,2848,下関,10,81,9,4.23,11.1,23.4,39.5,0,0,0.24
田代 真吾,2848,若松,8,71,6,4.54,8.4,26.7,40.8,1,0,0.23
田代 真吾,2848,芦屋,8,70,7,4.19,10.0,22.8,38.5,0,0,0.21
田代 真吾,2848,福岡,13,110,8,4.1,7.2,20.0,34.5,0,0,0.24
田代 真吾,2848,唐津,24,208,25,4.63,12.0,26.4,43.2,3,0,0.22
田代 真吾,2848,大村,11,91,7,4.19,7.6,25.2,36.2,0,0,0.23
