name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
井上 未都,5277,女子戦,318,23,3.77,7.2,18.2,29.5,0.18,3.3
井上 未都,5277,混合戦,201,7,2.73,3.4,8.4,18.9,0.18,3.6
