name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
中尾 彩香,5144,女子戦,463,22,3.36,4.7,12.5,25.2,0.2,3.8
中尾 彩香,5144,混合戦,363,10,2.32,2.7,7.7,11.8,0.21,4.2
