name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小池 礼乃,4764,女子戦,1054,153,5.03,14.5,29.8,49.3,0.18,3.4
小池 礼乃,4764,混合戦,623,55,3.79,8.8,17.9,32.5,0.19,3.6
