name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
仁科 さやか,4408,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仁科 さやか,4408,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仁科 さやか,4408,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仁科 さやか,4408,G3,613,55,74,101,95,130,151,3,2,1,3,0,1,0,0
仁科 さやか,4408,一般,1461,124,167,162,211,298,475,4,12,0,11,1,0,0,1
仁科 さやか,4408,総合,2074,179,241,263,306,428,626,7,14,1,14,1,1,0,1
