name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
米丸 乃絵,5193,女子戦,365,51,4.86,13.9,28.2,46.0,0.18,3.8
米丸 乃絵,5193,混合戦,347,26,3.71,7.4,19.6,29.9,0.19,4.0
