name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
金子 萌,4793,1 コース,360,220,61.1,74.4,81.9,0.14,2.5
金子 萌,4793,2 コース,337,57,16.9,44.5,62.3,0.15,3.1
金子 萌,4793,3 コース,369,65,17.6,40.1,59.8,0.16,3.0
金子 萌,4793,4 コース,368,41,11.1,33.7,53.8,0.15,3.1
金子 萌,4793,5 コース,475,34,7.1,24.6,41.4,0.15,3.0
金子 萌,4793,6 コース,589,11,1.8,11.3,24.7,0.17,3.4
