name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
樋江井 舞,5340,女子戦,110,0,2.86,0.0,5.4,19.0,0.2,4.1
樋江井 舞,5340,混合戦,133,2,1.96,1.5,3.0,8.2,0.21,4.4
