name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
大石 真央,5079,女子戦,664,64,4.13,9.6,21.3,35.2,0.19,3.7
大石 真央,5079,混合戦,508,29,3.17,5.7,13.5,24.2,0.2,4.0
