name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
大山 千広,4885,女子戦,1009,327,6.67,32.4,49.3,67.2,0.15,2.7
大山 千広,4885,混合戦,812,153,5.55,18.8,33.3,49.0,0.15,2.9
