name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
古川 舞,4354,女子戦,1509,120,4.04,7.9,19.0,33.0,0.21,3.7
古川 舞,4354,混合戦,599,27,3.03,4.5,10.5,19.7,0.21,3.9
