name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
坂本 雅佳,5001,1 コース,76,26,25,0,0,0,1,0
坂本 雅佳,5001,2 コース,113,7,0,3,3,0,1,0
坂本 雅佳,5001,3 コース,112,1,0,0,0,1,0,0
坂本 雅佳,5001,4 コース,119,7,0,0,7,0,0,0
坂本 雅佳,5001,5 コース,178,6,0,0,3,2,1,0
坂本 雅佳,5001,6 コース,296,0,0,0,0,0,0,0
