name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
日高 逸子,3188,女子戦,3576,1117,7.18,31.2,58.3,75.7,0.17,2.8
日高 逸子,3188,混合戦,3391,711,6.36,20.9,43.1,62.6,0.17,2.9
