name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
池田 なな,5168,女子戦,168,2,2.17,1.1,5.3,12.5,0.19,3.7
池田 なな,5168,混合戦,125,1,1.25,0.8,0.8,1.6,0.22,4.3
