name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
山一 鉄也,3514,桐生,31,270,99,6.83,36.6,55.1,70.3,12,6,0.18
山一 鉄也,3514,戸田,27,220,59,6.02,26.8,45.4,57.2,9,3,0.18
山一 鉄也,3514,江戸川,5,29,7,5.86,24.1,44.8,55.1,3,0,0.2
山一 鉄也,3514,平和島,30,273,88,6.38,32.2,49.4,63.7,14,2,0.17
山一 鉄也,3514,多摩川,20,187,55,6.45,29.4,48.6,66.8,7,1,0.17
山一 鉄也,3514,浜名湖,18,149,53,6.86,35.5,55.0,68.4,10,3,0.18
山一 鉄也,3514,蒲郡,24,204,63,6.65,30.8,52.9,68.6,12,1,0.18
山一 鉄也,3514,常滑,31,265,81,6.46,30.5,48.3,65.2,12,0,0.18
山一 鉄也,3514,津,27,253,63,6.22,24.9,46.2,59.6,8,2,0.18
山一 鉄也,3514,三国,24,218,55,6.27,25.2,46.3,64.6,6,1,0.18
山一 鉄也,3514,びわこ,35,329,87,6.39,26.4,44.9,60.4,10,2,0.18
山一 鉄也,3514,住之江,18,166,46,6.16,27.7,42.1,60.8,2,0,0.17
山一 鉄也,3514,尼崎,30,288,65,5.97,22.5,45.1,61.8,9,3,0.18
山一 鉄也,3514,鳴門,26,222,47,5.73,21.1,37.8,54.0,5,0,0.17
山一 鉄也,3514,丸亀,30,281,65,5.78,23.1,41.9,53.7,7,1,0.18
山一 鉄也,3514,児島,32,303,94,6.51,31.0,51.8,65.0,13,4,0.17
山一 鉄也,3514,宮島,38,362,88,5.9,24.3,39.7,59.6,10,1,0.18
山一 鉄也,3514,徳山,39,399,123,6.38,30.8,48.3,62.6,10,0,0.18
山一 鉄也,3514,下関,26,241,67,6.12,27.8,43.5,58.9,8,0,0.17
山一 鉄也,3514,若松,65,618,210,6.72,33.9,54.2,67.9,27,6,0.16
山一 鉄也,3514,芦屋,72,705,233,6.77,33.0,52.9,69.3,32,4,0.17
山一 鉄也,3514,福岡,105,1035,326,6.47,31.5,49.6,64.9,36,7,0.17
山一 鉄也,3514,唐津,39,371,118,6.93,31.8,57.1,70.3,17,2,0.17
山一 鉄也,3514,大村,45,417,123,6.51,29.5,48.6,62.5,10,1,0.18
