name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
和田 敏彦,3789,1 コース,528,132,122,0,0,0,10,0
和田 敏彦,3789,2 コース,626,81,0,41,33,0,7,0
和田 敏彦,3789,3 コース,708,69,0,8,39,9,12,1
和田 敏彦,3789,4 コース,708,68,0,6,38,16,7,1
和田 敏彦,3789,5 コース,859,52,0,8,17,17,10,0
和田 敏彦,3789,6 コース,929,17,0,4,5,3,4,1
