name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
三浦 永理,4208,SG,12,96,11,6.13,11.4,20.8,35.4,0,0,0.16,3.5
三浦 永理,4208,G1,41,326,51,5.86,15.6,31.2,46.6,6,1,0.16,3.3
三浦 永理,4208,G2,16,127,28,6.88,22.0,41.7,63.7,5,1,0.13,3.2
三浦 永理,4208,G3,189,1878,569,6.53,30.3,51.2,68.6,69,18,0.17,3.0
三浦 永理,4208,一般,296,2806,813,6.26,28.9,48.2,63.6,92,24,0.17,2.9
三浦 永理,4208,総合,554,5233,1472,6.34,28.1,47.6,63.8,172,44,0.17,3.0
