name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
山口 真喜子,5129,女子戦,522,62,4.59,11.8,26.2,40.0,0.17,3.1
山口 真喜子,5129,混合戦,414,33,4.05,7.9,19.5,35.9,0.17,3.6
