name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
中越 博紀,4260,1 号艇,931,852,26,10,8,14,21,0
中越 博紀,4260,2 号艇,845,10,689,73,15,25,33,0
中越 博紀,4260,3 号艇,858,1,17,661,97,41,40,1
中越 博紀,4260,4 号艇,867,0,5,37,644,114,67,0
中越 博紀,4260,5 号艇,803,0,1,8,56,599,139,0
中越 博紀,4260,6 号艇,787,1,0,5,10,88,683,0
