name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
松尾 美和子,3139,1 コース,914,115,12.5,32.7,50.8,0.23,3.6
松尾 美和子,3139,2 コース,872,72,8.2,24.3,41.0,0.24,4.0
松尾 美和子,3139,3 コース,634,42,6.6,19.4,37.7,0.24,3.9
松尾 美和子,3139,4 コース,410,22,5.3,16.5,34.6,0.23,3.7
松尾 美和子,3139,5 コース,261,11,4.2,16.4,32.5,0.21,3.5
松尾 美和子,3139,6 コース,278,8,2.8,11.5,25.1,0.22,3.6
