name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
森永 愛,4135,女子戦,562,48,3.74,8.5,18.8,31.6,0.24,3.7
森永 愛,4135,混合戦,318,15,2.76,4.7,9.4,18.2,0.23,3.7
