name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
嶋田 有里,5250,女子戦,298,9,2.38,3.0,7.0,13.0,0.22,4.1
嶋田 有里,5250,混合戦,149,1,1.79,0.6,3.3,5.3,0.22,4.4
