name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
萬 正嗣,4177,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
萬 正嗣,4177,G1,93,14,12,12,14,16,22,0,3,0,0,0,0,0,0
萬 正嗣,4177,G2,87,15,7,12,15,16,20,0,1,0,1,0,0,0,0
萬 正嗣,4177,G3,494,96,83,91,67,70,81,3,4,0,2,0,0,1,0
萬 正嗣,4177,一般,4075,801,710,692,599,630,599,16,22,5,17,1,0,5,0
萬 正嗣,4177,総合,4749,926,812,807,695,732,722,19,30,5,20,1,0,6,0
