name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
鈴木 祐美子,4385,女子戦,1712,141,4.08,8.2,20.1,34.8,0.21,3.7
鈴木 祐美子,4385,混合戦,504,16,2.85,3.1,8.7,18.4,0.21,3.8
