name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
池 千夏,3509,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
池 千夏,3509,G1,20,169,22,5.55,13.0,26.6,41.4,1,0,0.16,2.7
池 千夏,3509,G2,2,16,4,6.31,25.0,31.2,50.0,0,0,0.18,2.4
池 千夏,3509,G3,184,1680,316,5.47,18.8,37.6,53.9,29,5,0.16,2.5
池 千夏,3509,一般,310,2667,392,4.85,14.7,29.3,45.8,24,6,0.16,2.6
池 千夏,3509,総合,516,4532,734,5.11,16.2,32.3,48.7,54,11,0.16,2.5
