name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
三浦 敬太,4702,1 コース,478,287,60.0,77.2,84.1,0.14,2.7
三浦 敬太,4702,2 コース,421,90,21.3,45.1,61.5,0.14,2.6
三浦 敬太,4702,3 コース,406,91,22.4,42.6,62.8,0.14,2.6
三浦 敬太,4702,4 コース,477,99,20.7,38.9,57.8,0.14,2.4
三浦 敬太,4702,5 コース,496,80,16.1,29.6,48.1,0.14,2.6
三浦 敬太,4702,6 コース,513,38,7.4,17.3,32.1,0.15,2.8
