position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,4,3616,中村 真,"1'50""0",4,.13,まくり差し,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
２,1,3434,松尾 宣邦,"1'51""7",1,.16,,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
３,3,4367,山口 修路,"1'52""9",3,.19,,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
４,6,3523,寳田 亮治,"1'53""7",6,.21,,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
５,2,5022,伊藤 尚汰,,2,.18,,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
６,5,3989,熊本 英一,,5,.23,,若松,デイリースポーツ杯,5月6日初日,9,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220506_9.html
