position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,4330,奈須 啓太,"1'50""4",1,.17,逃げ,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
２,3,4094,中島 真二,"1'51""6",3,.19,,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
３,2,4403,木下 大將,"1'52""5",2,.15,,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
４,5,4549,小林 文彦,"1'53""1",5,.25,,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
５,6,4195,前川 守嗣,,6,.23,,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
６,4,4632,長尾 京志郎,,4,.22,,若松,若松夜王Ｓ第１戦ソフトバンクホークス杯県内選手権,6月19日初日,11,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220619_11.html
