position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,3949,今出 晋二,"1'50""4",1,.09,逃げ,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
２,3,4355,小川 広大,"1'51""7",3,.13,,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
３,6,3998,冨成 謙児,"1'52""8",6,.26,,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
４,4,4079,出畑 孝典,"1'54""6",4,.14,,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
５,2,4126,吉本 玲緒,,2,.11,,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
６,5,3928,林 恵祐,,5,.18,,若松,若松夜王Ｓ第４戦九州スポーツ杯海の交通安全運動,11月14日初日,2,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20221114_2.html
