position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,4102,益田 啓司,"1'51""7",1,.21,逃げ,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
２,3,4531,武富 智亮,"1'52""6",3,.23,,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
３,2,3448,高山 秀雄,"1'54""0",2,.22,,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
４,6,3888,山本 英志,"1'55""0",6,.19,,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
５,5,3986,沖島 広和,,5,.14,,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
６,4,4425,大井 清貴,,4,.17,,若松,ミッドナイトボートレース４ｔｈＢＯＡＴＢｏｙカップ,7月12日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230712_12.html
