position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,4,3987,後藤 正宗,"1'50""2",4,.07,まくり,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
２,2,4518,大須賀 友,"1'51""6",2,.17,,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
３,6,4567,上村 慎太郎,"1'52""0",6,.23,,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
４,5,3616,中村 真,"1'53""9",5,.13,,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
５,1,4459,片岡 雅裕,,1,.19,,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
６,3,4674,池田 剛規,,3,.14,,若松,若松夜王シリーズ第２戦唐十杯個性派王決定戦,9月30日５日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220930_5.html
