position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,4320,峰 竜太,"1'47""5",1,.09,逃げ,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
２,3,4238,毒島 誠,"1'48""3",3,.07,,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
３,2,4205,山口 剛,"1'49""6",2,.09,,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
４,5,4524,深谷 知博,"1'51""2",5,.11,,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
５,4,4262,馬場 貴也,"1'51""8",4,.10,,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
６,6,4831,羽野 直也,"1'52""6",6,.12,,若松,読売新聞社杯全日本覇者決定戦開設７０周年記念競走,1月21日２日目,12,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230121_12.html
