position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,5,4674,池田 剛規,"1'56""5",5,.14,まくり差し,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
２,1,4079,出畑 孝典,"1'59""6",1,.19,,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
３,6,4506,稗田 聖也,"2'01""0",6,.14,,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
４,2,4180,上野 秀和,"2'04""0",2,.24,,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
転,3,4122,安東 幸治,,3,.18,,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
妨,4,3564,桑原 啓,,4,.14,,若松,若松夜王Ｓ第１戦西部ボートレース記者クラブ杯県内選,4月1日初日,10,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20230401_10.html
