position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,3833,中辻 博訓,"1'57""3",1,.09,逃げ,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
２,4,4369,丹下 将,"2'00""1",4,.22,,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
３,3,3497,後藤 浩,"2'03""4",3,.16,,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
４,2,4058,野末 智一,"2'05""3",2,.19,,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
５,6,5198,奥村 明日香,,6,.28,,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
転,5,4469,土山 卓也,,5,.24,,若松,第２７回北九州市長杯,1月15日４日目,5,download/wakamatsu_off_raceresult_html_2223/wakamatsu_raceresult_20_20220115_5.html
