boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4045,佐々木裕,45,A2,A2,A2,B1,48,,0,0,5.07,35.05,46.39,16,18,11,97,0,1,2,10,49,26.32,39.85,14,21,18,133,26,50.0,83.33,1,5,4,12,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
2,4844,村上奈穂,32,B1,B1,B1,B2,45,,0,0,4.09,16.04,34.91,7,10,20,106,2,3,2,25,23,36.76,52.94,27,23,22,136,37,18.18,27.27,2,0,1,11,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
3,4773,中川りな,31,A2,A2,A2,B2,52,,0,0,5.89,40.71,60.0,26,31,27,140,1,3,1,11,5,28.0,41.6,14,21,17,125,71,25.0,33.33,1,2,1,12,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
4,4286,平田さや,40,A2,A2,A2,A2,53,,0,0,5.64,34.43,55.74,22,20,26,122,0,0,0,0,29,27.27,47.73,18,18,27,132,11,38.46,69.23,3,2,4,13,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
5,5277,井上未都,23,B1,B1,B1,B2,46,,0,0,4.97,28.57,46.62,19,19,24,133,4,4,3,30,53,28.35,45.67,17,19,22,127,66,46.15,84.62,4,2,5,13,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
6,4530,小野生奈,36,A2,A2,A1,A1,60,,0,0,6.81,54.55,64.55,36,24,11,110,5,6,3,15,25,36.64,51.91,31,17,20,131,65,30.0,55.0,3,3,5,20,download/wakamatsu_person_html/wakamatsu_person_20_20250621.html
