boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4549,小林文彦,35,A2,A2,A2,A2,50,,0,0,4.99,26.88,50.54,9,16,22,93,12,12,20,69,12,34.38,55.47,19,25,27,128,22,57.14,85.71,2,2,2,7,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
2,3948,大町利克,48,B1,B1,B1,B1,46,,0,0,4.33,22.58,34.41,8,13,11,93,0,0,1,6,23,34.17,50.0,21,20,19,120,69,31.25,37.5,1,4,1,16,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
3,5101,表　健太,27,B2,B2,B1,B1,41,,0,0,3.02,10.2,16.33,3,2,3,49,1,2,2,31,39,39.23,56.15,31,20,22,130,55,0.0,16.67,0,0,1,6,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
4,4848,仲谷颯仁,29,A1,A1,A1,A1,62,,0,0,6.83,49.17,63.33,31,28,17,120,18,15,9,57,41,36.64,49.62,27,21,17,131,72,71.43,71.43,3,2,0,7,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
5,4061,萩原秀人,45,A1,A1,A1,A1,68,,1,0,6.74,47.37,64.66,40,23,23,133,5,5,6,21,2,29.01,45.04,18,20,21,131,71,71.43,85.71,3,2,1,7,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
6,4725,佐竹太一,37,A2,A2,B1,B1,46,,0,0,4.71,31.63,42.86,13,18,11,98,3,1,5,17,43,36.15,53.08,21,26,22,130,40,71.43,71.43,2,3,0,7,download/wakamatsu_person_html/wakamatsu_person_20_20240618.html
