boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,5224,西岡顕心,22,B1,B1,B1,B2,50,,0,0,5.29,30.3,50.0,10,10,13,66,2,4,5,17,13,33.85,49.23,13,9,10,65,45,30.81,44.86,24,33,26,185,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
2,4676,後藤隼之,35,B1,B1,B1,A2,49,,0,0,5.2,31.58,55.79,9,21,23,95,0,1,1,9,26,41.79,59.7,15,13,12,67,41,36.21,51.72,34,29,27,174,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
3,4368,山口隆史,38,B1,B1,B1,B1,46,,0,0,4.44,23.4,35.11,9,13,11,94,4,6,7,37,32,32.76,55.17,10,9,13,58,18,41.21,56.59,48,27,28,182,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
4,3514,山一鉄也,56,A2,A2,A2,A2,51,,0,0,5.64,37.32,55.63,26,27,26,142,13,8,10,52,29,22.86,40.0,6,10,12,70,30,35.56,54.44,24,40,34,180,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
5,4096,石橋道友,42,A1,A1,A1,A1,55,,0,0,6.82,49.12,67.54,31,25,21,114,14,4,5,41,53,20.0,35.0,2,10,9,60,14,38.67,55.25,41,29,30,181,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
6,4258,関根彰人,40,B1,B1,B1,B1,49,,0,0,3.9,13.54,30.21,5,8,16,96,0,0,0,0,30,22.06,36.76,6,9,10,68,73,30.86,52.57,33,21,38,175,download/wakamatsu_person_html/wakamatsu_person_20_20240321.html
