boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,5102,原田雄次,27,B1,B1,B1,B1,46,,1,0,5.56,36.63,58.42,16,21,22,101,2,5,7,30,3,33.33,45.56,9,21,11,90,60,42.93,58.15,40,39,28,184,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
2,3825,宮嵜隆太,51,B1,B1,B1,B1,45,,0,0,4.51,28.18,42.73,13,18,16,110,5,8,2,41,54,39.08,59.77,15,19,18,87,47,35.6,51.31,34,34,30,191,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
3,4393,田中孝明,38,B1,B1,B2,B1,47,,0,0,4.0,17.28,32.1,2,12,12,81,1,4,5,36,26,38.82,55.29,15,18,14,85,57,35.42,56.77,35,33,41,192,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
4,5382,山下心一,20,B2,B2,-,-,0,,0,0,1.55,0.0,4.69,0,0,3,64,0,0,0,6,25,41.86,50.0,24,12,7,86,72,34.25,50.28,28,34,29,181,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
5,4545,岡村慶太,37,A1,A1,A1,A1,57,,0,0,6.39,45.52,64.83,31,35,28,145,27,26,17,93,21,23.08,37.36,12,9,13,91,58,34.72,53.37,35,32,36,193,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
6,4413,水摩　敦,38,A2,A1,A2,A1,50,,0,0,6.41,43.7,66.67,36,23,31,135,30,10,17,89,5,25.61,41.46,8,13,13,82,43,38.02,55.73,35,38,34,192,download/wakamatsu_person_html/wakamatsu_person_20_20250425.html
