boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4734,安河内将,34,A1,A2,A1,A1,62,,0,0,6.78,49.17,75.83,31,28,32,120,9,8,5,34,40,36.13,52.9,27,29,26,155,40,45.95,64.86,7,10,7,37,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
2,4215,吉島祥之,39,A2,A2,A2,A2,51,,0,0,5.87,42.96,58.52,28,30,21,135,2,4,4,13,34,30.26,46.05,22,24,24,152,38,34.88,48.84,5,10,6,43,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
3,4004,山本浩輔,46,B1,B1,B1,B1,47,,0,0,4.33,23.75,36.25,5,14,10,80,6,0,6,42,31,26.24,34.04,19,18,11,141,13,17.24,34.48,3,2,5,29,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
4,4753,森　照夫,36,B1,B2,B1,A2,48,,0,0,4.66,26.51,43.37,13,9,14,83,5,3,3,21,42,27.7,47.97,27,14,30,148,42,53.13,62.5,12,5,3,32,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
5,4472,尾嶋一広,37,A1,A1,A1,A1,56,,0,0,6.17,40.22,63.04,23,14,21,92,4,5,2,22,36,34.21,48.68,28,24,22,152,25,30.3,54.55,3,7,8,33,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
6,5091,為本智也,23,A2,A2,B1,B1,51,,0,0,6.39,40.74,74.07,12,10,18,54,0,0,0,0,38,32.21,46.98,30,18,22,149,56,25.71,42.86,5,4,6,35,download/wakamatsu_person_html/wakamatsu_person_20_20240722.html
