boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4256,渡辺浩司,40,A1,A1,A1,A1,61,,0,0,7.32,62.75,81.7,43,53,29,153,21,24,11,65,59,29.19,51.89,23,31,42,185,11,18.75,45.83,3,6,13,48,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
2,4688,永井彪也,31,A1,A1,A1,A1,61,,0,0,6.76,48.46,66.15,26,37,23,130,1,0,2,9,54,28.18,45.3,22,29,31,181,43,39.66,56.9,10,13,10,58,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
3,4886,入海　馨,28,A1,A1,A1,A1,60,,0,0,7.07,55.08,72.03,38,27,20,118,3,4,4,21,7,39.53,54.07,33,35,25,172,46,21.43,39.29,5,7,10,56,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
4,4051,清水敦揮,43,A1,A1,A1,A1,56,,0,0,7.03,55.17,76.72,36,28,25,116,25,11,12,60,20,38.33,55.0,34,35,30,180,27,44.0,56.0,10,12,6,50,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
5,4261,岡　祐臣,40,A1,A1,A2,A1,54,,0,0,6.49,50.0,66.67,47,25,24,144,3,0,4,10,5,29.28,44.2,27,26,27,181,67,28.13,43.75,10,8,10,64,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
6,4050,田口節子,43,A1,A1,A1,A1,59,,1,0,6.96,53.06,66.33,35,17,13,98,0,0,0,0,23,32.56,47.67,28,28,26,172,47,35.85,52.83,12,7,9,53,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
