boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4367,山口修路,39,B1,B1,B1,B1,48,,0,0,5.02,29.41,48.24,9,16,16,85,8,6,10,55,19,,,0,0,0,0,20,33.0,46.0,19,14,13,100,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
2,4495,森晋太郎,37,B1,B1,B1,B1,47,,0,0,4.68,27.4,42.47,7,13,11,73,5,5,9,45,27,,,0,0,0,0,38,35.05,46.39,18,16,11,97,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
3,4151,下河誉史,42,A2,A2,B1,B1,51,,0,0,5.52,34.35,54.2,21,24,26,131,2,6,10,44,1,,,0,0,0,0,22,34.65,48.51,18,17,14,101,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
4,5131,江藤敦宏,25,B2,B2,B1,B1,43,,0,0,3.73,15.66,30.12,4,9,12,83,3,6,7,47,26,,,0,0,0,0,51,49.0,58.0,24,25,9,100,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
5,3804,中渡修作,50,B1,B1,B1,B1,45,,0,0,3.96,18.48,30.43,5,12,11,92,10,7,10,65,58,,,0,0,0,0,36,36.56,56.99,19,15,19,93,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
6,4413,水摩　敦,38,A1,A1,A2,A1,50,,0,0,6.07,38.57,64.29,18,9,18,70,31,11,21,94,42,,,0,0,0,0,59,27.78,43.33,7,18,14,90,download/wakamatsu_person_html/wakamatsu_person_20_20241125.html
