boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3680,森林　太,50,B1,B1,B1,B1,47,,0,0,4.23,17.33,40.0,3,10,17,75,3,2,6,39,19,30.0,47.5,5,7,7,40,54,30.82,51.57,20,29,33,159,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
2,4252,松下哲也,40,B1,B1,B1,B1,47,,0,0,4.93,38.33,50.0,8,15,7,60,11,10,13,69,35,35.9,46.15,8,6,4,39,68,23.13,39.55,16,15,22,134,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
3,4314,青木幸太,39,B1,A2,B1,B1,50,,0,0,5.29,35.71,48.81,19,11,11,84,14,12,13,69,49,36.96,52.17,8,9,7,46,59,37.42,52.26,28,30,23,155,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
4,4709,岡村将也,34,A2,A2,A2,B1,51,,1,0,5.8,41.57,57.3,17,20,14,89,17,17,10,68,8,25.0,43.75,3,9,9,48,55,37.58,55.15,36,26,29,165,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
5,3419,栗原謙治,54,B1,B1,B1,B1,45,,0,0,3.82,19.51,26.83,3,13,6,82,0,0,0,0,55,30.0,47.5,7,5,7,40,70,27.39,43.31,18,25,25,157,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
6,4043,桐本康臣,44,A2,A1,A1,A2,51,,0,0,6.48,45.79,68.22,33,16,24,107,11,5,7,30,13,24.39,41.46,6,4,7,41,52,34.5,59.65,22,37,43,171,download/wakamatsu_person_html/wakamatsu_person_20_20240210.html
