boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3680,森林　太,51,B1,B1,B1,B1,46,,0,0,4.27,25.25,36.36,8,17,11,99,3,6,6,48,41,36.36,50.0,21,19,15,110,48,29.38,40.76,26,36,24,211,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
2,4439,近藤友宝,37,B1,B1,B1,B1,48,,0,0,4.8,27.84,44.33,12,15,16,97,0,0,0,0,30,24.53,42.45,14,12,19,106,42,38.74,58.56,46,40,44,222,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
3,4383,竹田吉行,39,B1,B1,B1,B1,51,,0,0,5.63,36.9,50.0,16,15,11,84,4,7,4,35,56,43.69,65.05,25,20,22,103,62,31.44,48.91,43,29,40,229,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
4,4363,大野芳顕,39,A2,A2,B1,A2,51,,0,0,6.01,37.11,62.89,17,19,25,97,7,6,12,42,24,34.34,55.56,20,14,21,99,71,29.33,48.0,22,44,42,225,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
5,4033,伊藤将吉,45,A1,A1,A1,A1,54,,0,0,6.42,47.62,63.81,30,20,17,105,0,0,0,0,47,25.0,38.64,9,13,12,88,41,37.38,51.87,45,35,31,214,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
6,4333,村田友也,40,B1,B1,B1,B1,40,,0,0,3.11,13.16,21.05,1,4,3,38,1,6,1,24,48,37.14,52.38,18,21,16,105,70,25.37,40.0,21,31,30,205,download/wakamatsu_person_html/wakamatsu_person_20_20240511.html
