boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4335,若林　将,40,A1,A1,A1,A1,54,,0,0,6.38,42.86,60.44,21,18,16,91,6,0,5,21,32,30.23,53.49,13,13,20,86,42,38.0,58.5,40,36,41,200,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
2,4360,庄司孝輔,39,A2,B1,A2,B1,50,,0,0,4.7,26.23,45.08,15,17,23,122,2,0,2,9,13,28.89,46.67,16,10,16,90,49,32.38,48.57,36,32,34,210,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
3,4296,岡崎恭裕,37,A1,A1,A1,A1,68,,0,0,7.11,52.89,62.81,41,23,12,121,11,10,4,35,24,34.09,53.41,19,11,17,88,30,36.14,54.95,29,44,38,202,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
4,4200,早川尚人,41,B1,B1,B1,B1,47,,0,0,4.38,21.37,35.9,8,17,17,117,0,1,1,6,2,28.89,45.56,13,13,15,90,23,37.13,52.97,41,34,32,202,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
5,4396,大田直弥,37,B1,A2,B1,A2,48,,0,0,4.93,27.87,47.54,13,21,24,122,4,4,8,27,42,25.84,48.31,14,9,20,89,43,29.76,42.93,27,34,27,205,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
6,5034,若林義人,26,A2,A2,B1,B1,51,,0,0,6.28,47.5,70.0,24,33,27,120,2,5,3,17,10,26.51,49.4,10,12,19,83,27,36.06,50.0,38,37,29,208,download/wakamatsu_person_html/wakamatsu_person_20_20240420.html
