boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3731,高濱芳久,50,B1,B1,A2,B1,50,,0,0,5.23,30.68,46.59,10,17,14,88,9,12,7,54,30,21.88,34.38,2,5,4,32,24,41.14,58.23,40,25,27,158,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
2,3551,藤田美代,52,B1,B1,B1,B1,49,,0,0,4.35,16.18,39.71,6,5,16,68,5,6,9,49,57,37.84,59.46,5,9,8,37,50,47.13,61.15,40,34,22,157,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
3,4487,三原　司,37,B1,B1,B1,B1,45,,0,0,4.9,21.74,47.83,8,7,18,69,3,7,10,42,29,20.93,39.53,4,5,8,43,29,31.13,45.7,15,32,22,151,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
4,5039,倉田茂将,25,B1,B1,B1,B1,44,,1,0,4.96,35.21,52.11,11,14,12,71,0,1,0,3,46,40.0,48.57,5,9,3,35,68,23.26,40.31,15,15,22,129,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
5,4022,待鳥雄紀,43,A2,A2,A2,A2,51,,0,0,6.23,43.97,68.1,30,21,28,116,15,14,16,70,31,32.5,35.0,4,9,1,40,61,24.82,38.3,18,17,19,141,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
6,3950,石川哲秀,47,B1,B1,B1,B1,46,,0,0,3.94,18.18,28.79,1,11,7,66,1,4,1,17,58,26.67,53.33,4,4,8,30,59,38.0,52.67,27,30,22,150,download/wakamatsu_person_html/wakamatsu_person_20_20240202.html
