boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4437,中田元泰,38,A1,A1,A1,A2,59,,0,0,6.44,45.36,69.07,26,18,23,97,7,6,1,23,37,37.42,56.44,25,36,31,163,51,38.46,46.15,8,12,4,52,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
2,3832,下田哲也,49,B1,B1,B1,B1,49,,0,0,4.91,21.57,51.96,9,13,31,102,7,9,10,41,27,38.65,55.21,35,28,27,163,58,45.65,65.22,14,7,9,46,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
3,3921,川村正輝,49,B1,B1,B1,B1,47,,0,0,5.08,33.33,50.54,14,17,16,93,4,3,4,22,3,24.55,44.91,18,23,34,167,63,22.73,29.55,3,7,3,44,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
4,3891,谷口健一,48,B1,B1,B1,B1,43,,0,0,4.21,22.83,35.87,7,14,12,92,2,3,5,24,2,28.83,44.79,20,27,26,163,22,48.84,60.47,10,11,5,43,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
5,3866,木山誠一,49,B2,B2,B1,B1,44,,0,0,3.43,14.29,25.71,1,4,4,35,1,2,1,20,52,30.95,46.43,26,26,26,168,66,20.37,42.59,6,5,12,54,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
6,3454,井川大作,53,B1,B1,B1,B1,47,,0,0,4.71,28.92,44.58,4,20,13,83,2,1,1,14,31,27.67,37.74,21,23,16,159,46,24.44,42.22,4,7,8,45,download/wakamatsu_person_html/wakamatsu_person_20_20240806.html
