boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4361,柳生泰二,40,A1,A1,A1,A1,65,,0,0,6.92,53.26,69.57,24,25,15,92,3,3,3,13,36,36.73,53.74,25,29,25,147,53,32.14,46.43,6,3,4,28,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
2,4241,大串重幸,40,A2,A2,B1,B1,51,,0,0,5.36,37.04,54.63,11,29,19,108,6,4,5,27,7,40.0,58.62,24,34,27,145,45,39.29,50.0,7,4,3,28,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
3,4969,町田洸希,34,B1,B1,B1,B1,48,,0,0,5.21,30.39,51.96,9,22,22,102,2,2,1,13,45,40.71,54.29,37,20,19,140,58,33.33,45.83,4,4,3,24,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
4,4994,山本梨菜,27,A2,B1,A2,B1,54,,0,0,6.0,38.38,63.64,14,24,25,99,3,4,3,25,5,25.53,40.43,14,22,21,141,19,25.0,29.17,2,4,1,24,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
5,5138,村本大成,25,B1,B2,B1,B2,42,,0,0,2.53,3.92,7.84,1,1,2,51,0,2,5,31,23,34.87,51.32,28,25,25,152,27,18.52,44.44,3,2,7,27,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
6,5361,植竹玲奈,18,B2,B2,B2,B2,33,,0,0,1.62,0.0,2.0,0,0,1,50,0,0,0,0,32,37.32,51.41,28,25,20,142,26,41.38,68.97,3,9,8,29,download/wakamatsu_person_html/wakamatsu_person_20_20250714.html
