boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3792,田中　豪,51,B1,B1,A1,A1,52,,0,0,6.1,51.9,70.89,17,24,15,79,2,2,1,10,35,35.0,47.14,24,25,17,140,21,30.0,50.0,4,5,6,30,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
2,3564,桑原　啓,54,B1,B1,B1,A2,47,,0,0,4.12,27.14,31.43,7,12,3,70,11,10,7,84,8,30.43,44.2,14,28,19,138,36,26.67,50.0,2,6,7,30,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
3,4274,長畑友輔,41,B1,B1,B1,A2,45,,0,0,4.2,17.11,42.11,4,9,19,76,2,0,1,14,58,32.39,51.41,23,23,27,142,53,29.03,45.16,7,2,5,31,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
4,3891,谷口健一,48,B1,B1,B1,B1,43,,0,0,3.95,20.83,34.72,6,9,10,72,2,2,5,22,54,25.0,44.29,14,21,27,140,50,48.28,68.97,8,6,6,29,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
5,4126,吉本玲緒,44,B1,B1,B1,B1,39,,0,0,2.71,16.22,16.22,3,3,0,37,1,1,2,24,33,31.88,47.1,28,16,21,138,48,25.0,39.29,2,5,4,28,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
6,5309,森　雄利,19,B2,B2,B2,B2,33,,0,0,1.47,0.0,1.64,0,0,1,61,0,0,0,14,34,31.78,47.29,21,20,20,129,59,16.67,22.22,0,3,1,18,download/wakamatsu_person_html/wakamatsu_person_20_20240701.html
