boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,3232,山川美由,58,A1,A1,A2,A2,54,,0,0,5.84,35.0,53.75,13,15,15,80,2,5,0,11,61,37.96,56.93,27,25,26,137,42,35.71,50.0,1,4,2,14,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
2,4283,石井裕美,41,B1,B1,B2,B1,46,,0,0,4.83,26.67,45.33,6,14,14,75,0,0,0,0,42,34.09,52.27,22,23,24,132,39,50.0,83.33,4,2,4,12,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
3,3845,中谷朋子,48,A1,A1,A2,A1,54,,0,0,6.3,45.65,58.7,23,19,12,92,9,4,4,22,27,31.88,45.65,23,21,19,138,25,42.86,57.14,3,3,2,14,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
4,4065,金田幸子,45,A2,A2,A2,A2,51,,0,0,5.94,39.71,58.82,17,10,13,68,3,8,6,21,12,54.55,77.69,37,29,28,121,38,35.71,64.29,4,1,4,14,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
5,5148,松本　怜,31,B1,B1,B1,B1,49,,0,0,4.77,28.57,45.24,9,15,14,84,4,7,6,50,18,28.68,41.91,19,20,18,136,14,28.57,42.86,3,1,2,14,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
6,3994,小野　桜,46,A2,A2,B1,A2,49,,0,0,5.11,30.08,46.34,12,25,20,123,0,1,1,4,48,38.93,55.73,26,25,22,131,13,50.0,62.5,5,3,2,16,download/wakamatsu_person_html/wakamatsu_person_20_20250622.html
