boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4000,松本博昭,46,A2,A1,A2,A2,50,,0,0,5.59,34.55,56.36,26,12,24,110,2,11,6,33,52,21.21,39.39,5,2,6,33,72,39.74,53.64,36,24,21,151,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
2,5120,山本稔太,22,A2,B1,B1,B2,50,,0,0,5.43,39.02,56.1,9,23,14,82,0,0,0,0,37,45.71,71.43,7,9,9,35,70,27.33,44.0,18,23,25,150,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
3,2878,富山弘幸,65,A2,A2,A2,A2,51,,0,0,5.94,39.45,65.14,13,30,28,109,3,7,7,28,30,19.05,28.57,1,3,2,21,34,41.84,56.03,30,29,20,141,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
4,4451,松崎祐太,36,A1,A1,A1,A1,54,,0,0,6.64,47.97,69.92,29,30,27,123,6,12,10,39,9,42.86,68.57,10,5,9,35,35,29.61,41.45,22,23,18,152,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
5,4368,山口隆史,38,B1,B1,B1,B1,46,,0,0,4.2,18.03,31.15,4,7,8,61,3,4,6,28,49,40.0,60.0,7,5,6,30,17,24.24,45.45,13,19,28,132,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
6,5278,田中駿兵,21,B1,B2,B2,B2,42,,0,0,3.58,15.94,30.43,4,7,10,69,0,0,1,6,8,18.75,40.63,1,5,7,32,71,29.37,48.95,11,31,28,143,download/wakamatsu_person_html/wakamatsu_person_20_20240110.html
