boat_no,reg_no,name,age,class_now,class_hist1,class_hist2,class_hist3,ability_now,ability_prev,F_now,L_now,winrate_natl,2in_natl,3in_natl,nat_1st,nat_2nd,nat_3rd,nat_starts,loc_1st,loc_2nd,loc_3rd,loc_starts,motor_no,motor_2in,motor_3in,mot_1st,mot_2nd,mot_3rd,mot_starts,boat_no_hw,boat_2in,boat_3in,boa_1st,boa_2nd,boa_3rd,boa_starts,source_file
1,4261,岡　祐臣,40,A1,A1,A2,A1,54,,0,0,6.49,50.0,66.67,47,25,24,144,3,0,4,10,5,29.28,44.2,27,26,27,181,67,28.13,43.75,10,8,10,64,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
2,4302,西野翔太,41,A1,A1,A1,A2,53,,0,0,5.79,44.12,55.88,32,28,16,136,5,2,3,16,50,34.5,47.37,29,30,22,171,31,23.44,39.06,6,9,10,64,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
3,4436,渋谷明憲,38,A2,A2,A2,A2,51,,1,0,6.09,47.9,66.39,27,30,22,119,7,5,6,30,49,31.87,47.25,29,29,28,182,60,41.94,58.06,14,12,10,62,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
4,4683,向井田直,33,B1,B1,B1,B1,48,,1,0,4.7,22.95,44.26,7,7,13,61,4,7,3,26,28,40.22,59.24,33,41,35,184,62,22.64,33.96,4,8,6,53,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
5,3569,増田　進,53,B1,B1,B1,B1,47,,0,0,4.38,22.31,36.92,13,16,19,130,0,0,0,0,12,31.67,50.56,22,35,34,180,16,55.56,69.84,19,16,9,63,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
6,4623,中北将史,39,B1,B1,B1,B1,47,,0,0,4.35,20.18,35.09,16,7,17,114,0,3,2,17,21,39.34,57.92,40,32,34,183,68,31.75,42.86,4,16,7,63,download/wakamatsu_person_html/wakamatsu_person_20_20240826.html
